Double Transactions
MALIKA : $36.91; 27/12/2016 03:56:02; $36.91; 27/12/2016 03:56:05
THRESA : $4.15; 27/12/2016 12:07:21; $4.15; 27/12/2016 12:09:00
TERRIE : $42.1; 27/12/2016 16:51:21; $42.1; 27/12/2016 16:53:38
HARMONY : $114.63; 27/12/2016 07:12:25; $114.63; 27/12/2016 07:15:27
CAMILLE : $22.59; 27/12/2016 09:50:51; $22.59; 27/12/2016 09:46:45
GABRIELLA : $1013.26; 27/12/2016 11:40:22; $1013.26; 27/12/2016 11:44:44
JULIANN : $1032.61; 27/12/2016 16:52:37; $1032.61; 27/12/2016 16:57:05
CATHARINE : $898.84; 27/12/2016 21:32:06; $898.84; 27/12/2016 21:33:03
LAKISHA : $24.14; 27/12/2016 14:20:45; $24.14; 27/12/2016 14:16:42
TAMARA : $489.1; 01/01/2017 03:16:17; $489.1; 01/01/2017 03:19:22

Suspicious Transactions
LASHUNDA : $74.2; 27/12/2016 19:42:33
REITA : 125.55 120.77 110.98 105.98 96.41 # of transactions = 19; avg = 64.37
REMA : 1985.63 1963.84 1922.94 1914.56 1903.14 # of transactions = 56; avg = 1030.67
REMEDIOS : 100.53 96.11 90.61 90.35 89.50 # of transactions = 26; avg = 54.20
REMONA : 1048.61 1033.89 1025.92 1001.00 982.11 # of transactions = 45; avg = 589.06
RENA : 921.52 920.55 916.81 890.11 884.00 # of transactions = 76; avg = 448.13
RENAE : 573.13 566.47 516.23 515.34 494.69 # of transactions = 27; avg = 266.32
RENATA : 1292.33 1263.37 1214.32 1104.60 1037.38 # of transactions = 29; avg = 622.71
RENATE : 62.88 62.71 62.06 61.81 60.93 # of transactions = 73; avg = 29.62
RENAY : 624.89 588.14 585.19 581.69 580.01 # of transactions = 100; avg = 293.09
RENDA : 102.51 100.24 97.34 95.71 92.70 # of transactions = 52; avg = 53.24
RENE : 77.04 75.79 75.61 75.15 74.72 # of transactions = 23; avg = 42.89
RENEA : 1316.06 1263.99 1206.69 1203.78 1149.08 # of transactions = 48; avg = 651.67
RENEE : 66.80 62.99 62.94 62.78 61.46 # of transactions = 47; avg = 37.27
RENETTA : 1026.51 1022.07 1006.96 997.75 953.60 # of transactions = 100; avg = 478.93
RENITA : 138.76 137.46 134.49 133.51 132.97 # of transactions = 52; avg = 82.04
RENNA : 850.05 841.08 837.92 830.75 830.58 # of transactions = 73; avg = 486.41
RESSIE : 795.47 772.13 771.21 766.71 734.57 # of transactions = 51; avg = 372.69
RETA : 760.11 750.39 743.61 739.79 737.83 # of transactions = 69; avg = 414.99
RETHA : 1071.89 1071.57 1069.47 1061.51 1030.69 # of transactions = 100; avg = 517.60
RETTA : 1314.49 1219.68 1211.50 1156.63 1040.73 # of transactions = 21; avg = 679.23
REVA : 1013.87 998.13 987.12 943.02 936.67 # of transactions = 76; avg = 527.23
REYNA : 592.68 588.94 563.42 558.62 558.53 # of transactions = 48; avg = 325.03
REYNALDA : 565.88 564.66 555.26 545.73 539.00 # of transactions = 47; avg = 344.61
RHEA : 839.69 813.93 795.69 784.03 778.63 # of transactions = 51; avg = 397.98
RHEBA : 876.57 867.74 867.22 863.07 862.50 # of transactions = 100; avg = 434.68
RHIANNON : 881.73 859.17 854.82 851.71 838.20 # of transactions = 75; avg = 504.89
RHODA : 1074.57 1047.67 980.83 954.85 905.13 # of transactions = 25; avg = 596.48
RHONA : 91.15 90.07 87.51 86.94 86.35 # of transactions = 73; avg = 44.82
RHONDA : 1005.97 1005.43 1002.26 987.03 983.58 # of transactions = 100; avg = 512.43
RIA : 8202.79 8092.90 7765.93 7611.96 7293.57 # of transactions = 25; avg = 4357.36
RICARDA : 567.43 547.54 540.66 538.87 538.16 # of transactions = 100; avg = 304.37
RICHARD : 1341.68 1341.15 1339.99 1309.49 1261.56 # of transactions = 57; avg = 729.38
RICHELLE : 976.35 973.47 933.95 875.21 847.57 # of transactions = 23; avg = 528.96
RICKI : 996.09 973.42 961.42 953.32 949.14 # of transactions = 57; avg = 503.75
RICKIE : 526.41 505.59 494.30 492.82 459.72 # of transactions = 22; avg = 273.93
RIKKI : 2335.33 2250.21 2228.46 2171.05 2054.62 # of transactions = 70; avg = 1144.91
RIMA : 800.41 729.65 680.48 618.59 600.48 # of transactions = 23; avg = 388.22
RINA : 1269.77 1252.19 1240.25 1231.62 1227.68 # of transactions = 78; avg = 677.77
RISA : 4060.87 4047.28 4042.70 4026.50 3987.84 # of transactions = 100; avg = 2192.09
RITA : 10933.51 10791.86 10509.43 10439.06 10301.78 # of transactions = 100; avg = 5267.04
RIVA : 78.72 78.30 76.84 76.56 75.59 # of transactions = 81; avg = 41.34
RIVKA : 67.62 65.19 64.05 63.74 61.13 # of transactions = 43; avg = 30.18
ROBBI : 2387.51 2276.66 2268.01 2240.03 2190.19 # of transactions = 47; avg = 1312.38
ROBBIE : 80.14 79.89 79.15 77.99 75.28 # of transactions = 78; avg = 37.74
ROBBIN : 1412.65 1401.61 1389.65 1383.56 1383.00 # of transactions = 100; avg = 777.40
ROBBYN : 2826.70 2775.94 2734.98 2671.07 2668.17 # of transactions = 100; avg = 1392.25
ROBENA : 77.47 77.14 77.11 75.09 74.67 # of transactions = 74; avg = 41.34
ROBERT : 812.45 808.23 807.23 804.38 798.37 # of transactions = 100; avg = 445.13
ROBERTA : 4693.70 4607.63 4579.99 4561.23 4454.18 # of transactions = 49; avg = 2719.27
ROBERTO : 4409.04 4344.40 4201.05 4059.68 3676.08 # of transactions = 22; avg = 2534.46
ROBIN : 1426.46 1384.32 1379.91 1374.60 1350.06 # of transactions = 100; avg = 713.62
ROBYN : 106.81 104.51 103.86 93.40 87.68 # of transactions = 23; avg = 58.68
ROCHEL : 747.43 727.88 712.85 695.74 691.85 # of transactions = 27; avg = 481.84
ROCHELL : 7142.65 7093.81 7087.38 6971.63 6967.42 # of transactions = 100; avg = 3747.26
ROCHELLE : 129.49 121.31 120.68 119.72 118.33 # of transactions = 46; avg = 62.93
ROCIO : 1356.06 1321.00 1294.28 1278.10 1262.68 # of transactions = 47; avg = 652.07
ROLANDA : 5691.90 5565.87 5253.61 5235.87 5068.02 # of transactions = 30; avg = 2931.62
ROLANDE : 5053.23 4999.91 4989.02 4837.27 4731.10 # of transactions = 100; avg = 2493.86
ROMA : 109.01 108.99 108.62 104.48 103.83 # of transactions = 53; avg = 56.55
ROMAINE : 1471.42 1465.28 1460.23 1455.78 1383.56 # of transactions = 54; avg = 625.24
ROMANA : 1414.49 1401.16 1400.57 1376.91 1374.76 # of transactions = 100; avg = 678.64
ROMELIA : 74.45 73.88 72.11 71.57 71.36 # of transactions = 74; avg = 38.84
ROMONA : 67.25 66.71 66.60 65.06 64.12 # of transactions = 72; avg = 35.47
RONA : 670.58 647.49 630.55 624.10 587.17 # of transactions = 29; avg = 394.20
RONALD : 741.82 728.48 702.58 687.92 679.54 # of transactions = 49; avg = 364.48
RONDA : 1449.77 1410.55 1350.14 1346.64 1341.74 # of transactions = 56; avg = 767.99
RONI : 832.61 807.12 806.10 769.97 768.55 # of transactions = 51; avg = 394.55
RONNA : 68.96 68.56 68.50 68.44 64.58 # of transactions = 80; avg = 34.55
RONNI : 1094.66 1033.07 1019.39 947.59 945.04 # of transactions = 50; avg = 490.14
RONNIE : 70.99 68.85 68.11 63.59 62.31 # of transactions = 24; avg = 36.25
RORY : 587.68 584.18 577.03 572.08 569.96 # of transactions = 100; avg = 309.62
ROSA : 59.50 58.32 56.56 55.75 55.55 # of transactions = 73; avg = 31.44
ROSALBA : 779.00 771.75 770.99 764.40 757.45 # of transactions = 100; avg = 408.41
ROSALEE : 61.81 61.61 61.50 60.81 60.51 # of transactions = 100; avg = 31.39
ROSALIA : 709.81 632.74 628.85 611.05 555.74 # of transactions = 19; avg = 384.99
ROSALIE : 989.87 970.89 946.55 936.76 867.89 # of transactions = 65; avg = 437.68
ROSALINA : 571.63 567.24 563.49 560.42 538.85 # of transactions = 70; avg = 294.37
ROSALIND : 118.04 116.50 115.24 112.43 111.30 # of transactions = 52; avg = 62.85
ROSALINDA : 948.74 948.65 935.52 927.27 920.37 # of transactions = 100; avg = 470.16
ROSALINE : 116.77 116.33 116.22 115.75 115.62 # of transactions = 100; avg = 59.74
ROSALVA : 1252.52 1228.37 1210.64 1205.19 1201.49 # of transactions = 100; avg = 632.37
ROSALYN : 86.53 85.59 85.19 84.92 83.67 # of transactions = 76; avg = 41.60
ROSAMARIA : 1058.78 1050.95 1041.73 987.75 802.55 # of transactions = 32; avg = 421.42
ROSAMOND : 110.92 108.32 103.61 101.57 101.32 # of transactions = 26; avg = 59.90
ROSANA : 121.11 118.43 117.53 114.47 111.52 # of transactions = 23; avg = 80.83
ROSANN : 1278.19 1161.72 1112.23 1103.26 1085.41 # of transactions = 25; avg = 684.87
ROSANNA : 1428.94 1383.03 1381.34 1260.94 1260.81 # of transactions = 46; avg = 775.97
ROSANNE : 549.97 548.88 546.19 545.94 543.42 # of transactions = 100; avg = 269.85
ROSARIA : 900.72 898.42 894.16 874.41 859.99 # of transactions = 54; avg = 457.49
ROSARIO : 1288.66 1226.58 1218.61 1066.97 1041.91 # of transactions = 19; avg = 685.24
ROSAURA : 962.47 953.16 903.66 903.04 897.49 # of transactions = 47; avg = 549.31
ROSE : 117.13 111.87 105.92 105.00 100.65 # of transactions = 21; avg = 65.02
ROSEANN : 103.88 103.31 91.63 88.94 84.60 # of transactions = 21; avg = 56.10
ROSEANNA : 944.30 944.21 932.77 920.55 898.30 # of transactions = 54; avg = 452.93
ROSEANNE : 1308.50 1273.05 1268.15 1266.78 1259.17 # of transactions = 42; avg = 744.60
ROSELEE : 90.18 86.59 86.24 85.91 84.32 # of transactions = 56; avg = 45.04
ROSELIA : 103.72 103.44 102.55 101.68 100.63 # of transactions = 100; avg = 50.96
ROSELINE : 726.50 723.01 718.23 713.32 712.64 # of transactions = 100; avg = 392.28
ROSELLA : 4518.01 4475.06 4467.94 4307.67 4203.24 # of transactions = 70; avg = 2310.12
ROSELLE : 1210.44 1192.10 1166.84 1161.28 1153.65 # of transactions = 100; avg = 563.32
ROSELYN : 8465.82 8237.83 8151.96 8111.85 8107.59 # of transactions = 100; avg = 4333.98
ROSEMARIE : 2426.57 2307.79 2231.45 2220.62 2180.81 # of transactions = 24; avg = 1617.38
ROSEMARY : 781.68 778.11 768.93 765.18 752.98 # of transactions = 100; avg = 417.76
ROSENA : 915.16 911.00 901.28 896.86 896.02 # of transactions = 100; avg = 487.28
ROSENDA : 73.96 73.00 72.99 72.44 71.55 # of transactions = 74; avg = 43.24
ROSETTA : 1298.40 1277.72 1169.82 1136.06 1110.80 # of transactions = 30; avg = 666.11
ROSETTE : 3925.75 3701.57 3571.82 3400.98 3057.39 # of transactions = 24; avg = 1935.35
ROSIA : 68.92 67.56 65.89 64.49 63.52 # of transactions = 48; avg = 36.46
ROSIE : 1072.14 1064.63 1050.08 1049.89 1046.98 # of transactions = 100; avg = 579.63
ROSINA : 1302.96 1293.25 1253.76 1251.51 1240.34 # of transactions = 71; avg = 621.20
ROSIO : 817.94 811.13 767.16 741.65 640.73 # of transactions = 23; avg = 397.92
ROSITA : 121.31 120.58 117.45 115.27 108.87 # of transactions = 49; avg = 53.87
ROSLYN : 5512.50 5503.89 5499.53 5483.51 5423.87 # of transactions = 100; avg = 2916.16
ROSSANA : 514.61 508.10 491.75 491.39 478.97 # of transactions = 65; avg = 283.82
ROSSIE : 104.66 104.42 102.76 101.43 100.08 # of transactions = 46; avg = 58.15
ROSY : 672.13 665.99 653.00 642.19 632.52 # of transactions = 100; avg = 326.49
ROWENA : 675.62 622.88 590.97 569.00 564.15 # of transactions = 29; avg = 323.15
ROXANA : 57.73 57.51 56.56 56.11 55.38 # of transactions = 74; avg = 27.13
ROXANE : 89.47 89.42 88.29 87.72 85.51 # of transactions = 74; avg = 48.74
ROXANN : 100.74 98.19 95.15 94.28 93.40 # of transactions = 100; avg = 49.04
ROXANNA : 63.16 60.88 58.12 56.88 53.88 # of transactions = 28; avg = 29.81
ROXANNE : 72.70 72.67 72.47 70.45 68.78 # of transactions = 100; avg = 34.19
ROXIE : 87.41 83.29 79.71 79.45 79.40 # of transactions = 34; avg = 50.10
ROXY : 509.45 505.43 504.04 502.70 498.75 # of transactions = 100; avg = 286.23
ROY : 105.32 104.90 104.76 103.90 99.99 # of transactions = 100; avg = 53.04
ROYCE : 462.90 446.04 410.54 378.05 374.77 # of transactions = 30; avg = 219.91
ROZANNE : 1014.35 979.02 967.07 939.17 853.17 # of transactions = 18; avg = 545.56
ROZELLA : 924.62 903.10 902.88 891.95 887.27 # of transactions = 100; avg = 482.36
RUBI : 88.81 88.71 88.66 87.80 87.51 # of transactions = 76; avg = 52.86
RUBIE : 129.82 128.67 127.35 126.98 125.93 # of transactions = 100; avg = 69.73
RUBY : 5722.43 5682.56 5674.30 5655.99 5574.98 # of transactions = 100; avg = 3013.37
RUBYE : 9114.26 8873.89 8763.25 8590.01 8555.06 # of transactions = 45; avg = 4696.01
RUDY : 974.21 962.63 951.76 947.46 609.78 # of transactions = 14; avg = 463.60
RUFINA : 1066.95 1066.38 1005.77 968.94 964.00 # of transactions = 100; avg = 473.44
RUSSELL : 132.69 114.32 102.31 97.34 86.00 # of transactions = 19; avg = 61.05
RUTH : 955.52 951.48 950.32 948.81 942.01 # of transactions = 55; avg = 512.90
RUTHA : 756.94 730.81 727.58 704.91 689.89 # of transactions = 76; avg = 399.17
RUTHANN : 827.09 778.41 776.23 772.64 751.43 # of transactions = 21; avg = 422.14
RUTHANNE : 9427.29 9384.35 9247.15 8932.29 8910.92 # of transactions = 70; avg = 3842.17
RUTHE : 140.70 131.97 131.35 123.74 118.30 # of transactions = 28; avg = 71.37
RUTHIE : 84.18 83.70 82.45 82.13 80.72 # of transactions = 62; avg = 38.77
RYAN : 3622.35 3514.95 3413.48 3376.46 3356.77 # of transactions = 48; avg = 1931.17
RYANN : 119.67 108.42 104.91 102.46 98.69 # of transactions = 20; avg = 63.77
SABINA : 58.54 56.71 54.84 52.93 52.70 # of transactions = 26; avg = 35.96
SABINE : 694.89 653.37 631.22 617.61 572.02 # of transactions = 28; avg = 395.85
SABRA : 718.14 710.54 706.18 700.44 684.55 # of transactions = 54; avg = 354.01
SABRINA : 10934.58 10915.84 10905.25 10788.57 10714.46 # of transactions = 100; avg = 5652.63
SACHA : 142.04 141.92 140.84 139.75 134.10 # of transactions = 100; avg = 73.84
SACHIKO : 113.73 112.54 112.13 106.90 106.67 # of transactions = 100; avg = 62.78
SADE : 1133.67 1122.90 1062.89 1052.31 971.64 # of transactions = 26; avg = 484.79
SADIE : 2866.85 2720.72 2704.21 2548.53 2491.64 # of transactions = 23; avg = 1424.10
SADYE : 1056.51 1052.42 1020.17 1015.48 990.91 # of transactions = 76; avg = 555.07
SAGE : 1184.53 1153.39 1146.98 1137.90 1031.74 # of transactions = 65; avg = 565.83
SALENA : 3292.24 3206.60 3131.35 3091.77 3073.35 # of transactions = 79; avg = 1539.90
SALINA : 1091.05 1087.80 1069.89 1066.07 1060.41 # of transactions = 76; avg = 614.89
SALLEY : 756.87 747.44 744.11 741.16 716.08 # of transactions = 81; avg = 373.55
SALLIE : 817.23 718.28 699.67 647.97 597.33 # of transactions = 21; avg = 373.23
SALLY : 1121.96 1076.16 952.30 793.02 781.20 # of transactions = 23; avg = 472.70
SALOME : 1374.36 1333.74 1329.98 1289.41 1223.73 # of transactions = 47; avg = 729.80
SAM : 102.15 101.93 101.06 100.48 98.58 # of transactions = 32; avg = 62.06
SAMANTHA : 640.77 639.92 627.10 619.24 618.48 # of transactions = 56; avg = 343.63
SAMARA : 1409.77 1394.09 1384.56 1372.32 1358.65 # of transactions = 100; avg = 732.47
SAMATHA : 104.22 103.84 100.68 97.88 86.43 # of transactions = 30; avg = 57.20
SAMELLA : 92.91 92.78 85.40 83.03 81.05 # of transactions = 43; avg = 41.05
SAMIRA : 128.68 128.45 126.90 126.87 126.05 # of transactions = 100; avg = 59.84
SAMMIE : 5377.38 5159.94 5159.19 4884.22 4746.85 # of transactions = 47; avg = 2988.70
SAMMY : 852.26 851.20 849.77 838.68 835.52 # of transactions = 100; avg = 431.72
SAMUEL : 5710.93 5025.54 4914.33 4815.15 4568.97 # of transactions = 27; avg = 2553.35
SANA : 4980.73 4718.85 4569.62 4453.05 4430.94 # of transactions = 26; avg = 2505.94
SANDA : 2474.90 2453.50 2440.32 2439.51 2391.37 # of transactions = 76; avg = 1361.25
SANDEE : 1165.36 1151.47 1049.27 976.69 968.30 # of transactions = 48; avg = 564.89
SANDI : 115.99 113.24 110.70 98.61 97.95 # of transactions = 24; avg = 62.38
SANDIE : 1264.68 1208.75 1096.61 1075.51 952.11 # of transactions = 26; avg = 642.34
SANDRA : 57.58 55.96 51.31 44.60 43.39 # of transactions = 27; avg = 26.34
SANDY : 1157.07 1130.67 1099.35 1077.14 1071.82 # of transactions = 77; avg = 570.49
SANG : 722.42 674.90 673.37 663.32 651.67 # of transactions = 57; avg = 359.67
SANJUANA : 1339.79 1337.15 1326.78 1304.16 1283.36 # of transactions = 100; avg = 655.73
SANJUANITA : 651.34 641.66 632.68 632.29 624.33 # of transactions = 25; avg = 372.04
SANORA : 10690.44 10690.16 10480.81 10353.62 10254.76 # of transactions = 44; avg = 5883.64
SANTA : 944.95 907.38 898.57 883.68 878.79 # of transactions = 76; avg = 457.55
SANTANA : 61.77 61.45 60.69 60.12 59.94 # of transactions = 100; avg = 33.78
SANTINA : 605.47 603.70 602.19 573.25 572.54 # of transactions = 54; avg = 348.92
SANTOS : 696.90 691.21 673.66 667.34 651.67 # of transactions = 54; avg = 328.56
SARA : 924.49 920.13 887.34 884.99 876.61 # of transactions = 100; avg = 456.22
SARAH : 125.54 125.13 120.70 118.01 117.35 # of transactions = 100; avg = 66.10
SARAI : 102.46 100.78 98.70 96.00 95.93 # of transactions = 78; avg = 55.95
SARAN : 121.42 121.22 119.09 117.11 114.01 # of transactions = 66; avg = 56.77
SARI : 10690.32 10670.27 10457.86 10437.96 10293.02 # of transactions = 82; avg = 5569.13
SARINA : 111.27 110.69 110.26 102.82 101.12 # of transactions = 51; avg = 54.29
SARITA : 916.17 853.94 807.77 730.46 719.08 # of transactions = 25; avg = 490.79
SASHA : 91.83 91.61 91.49 90.84 90.66 # of transactions = 27; avg = 53.38
SATURNINA : 991.34 960.53 947.70 946.39 920.86 # of transactions = 54; avg = 540.81
SAU : 120.86 120.10 118.16 116.28 116.08 # of transactions = 100; avg = 62.08
SAUNDRA : 122.05 121.59 117.02 117.01 111.56 # of transactions = 75; avg = 62.16
SAVANNA : 56.94 56.30 55.03 52.58 52.09 # of transactions = 53; avg = 30.74
SAVANNAH : 95.66 94.74 91.06 84.79 82.13 # of transactions = 29; avg = 53.79
SCARLET : 55.88 53.89 52.17 50.50 49.91 # of transactions = 76; avg = 27.80
SCARLETT : 105.76 102.73 102.17 100.10 99.05 # of transactions = 52; avg = 56.15
SCOTT : 115.32 114.99 114.83 114.33 113.94 # of transactions = 78; avg = 60.46
SCOTTIE : 1238.07 1229.50 1227.00 1216.27 1207.29 # of transactions = 100; avg = 557.13
SEAN : 80.74 80.65 79.25 76.98 74.90 # of transactions = 51; avg = 41.78
SEASON : 117.30 115.06 114.87 106.42 105.84 # of transactions = 76; avg = 60.53
SEBRINA : 126.62 125.04 119.58 118.78 117.58 # of transactions = 41; avg = 63.83
SEE : 118.25 117.61 114.12 111.47 105.78 # of transactions = 49; avg = 57.27
SEEMA : 1170.00 1161.83 1146.57 1091.05 1088.56 # of transactions = 78; avg = 636.97
SELENA : 960.85 887.58 865.19 781.14 726.84 # of transactions = 28; avg = 421.07
SELENE : 1406.89 1368.15 1360.61 1358.81 1327.77 # of transactions = 100; avg = 675.83
SELINA : 1059.16 1057.67 1053.78 1051.64 1043.74 # of transactions = 100; avg = 584.70
SELMA : 133.83 118.46 117.52 109.09 95.11 # of transactions = 19; avg = 61.34
SENA : 140.90 138.23 136.76 135.39 135.22 # of transactions = 100; avg = 68.26
SENAIDA : 968.24 960.15 956.47 941.63 939.76 # of transactions = 100; avg = 467.91
SEPTEMBER : 822.26 788.56 788.17 785.10 783.74 # of transactions = 55; avg = 372.68
SERAFINA : 121.26 117.34 116.33 115.52 112.17 # of transactions = 27; avg = 64.07
SERENA : 1380.16 1372.88 1312.81 1305.28 1263.04 # of transactions = 67; avg = 765.11
SERINA : 1211.90 1139.33 1139.11 1138.43 1138.14 # of transactions = 56; avg = 549.48
SERITA : 76.63 76.43 75.88 75.33 73.59 # of transactions = 100; avg = 38.65
SETSUKO : 7347.84 7195.09 7176.55 6934.03 6818.50 # of transactions = 23; avg = 3807.78
SHA : 90.92 89.93 89.21 88.73 87.68 # of transactions = 74; avg = 49.96
SHAE : 582.93 568.23 502.84 497.06 453.81 # of transactions = 23; avg = 301.66
SHAINA : 861.90 845.57 843.00 833.60 827.81 # of transactions = 22; avg = 495.28
SHAKIA : 1352.65 1334.46 1290.49 1191.88 1189.06 # of transactions = 44; avg = 774.58
SHAKIRA : 539.09 530.28 526.41 478.49 449.73 # of transactions = 24; avg = 282.20
SHAKITA : 923.24 913.41 910.04 908.65 890.38 # of transactions = 76; avg = 481.88
SHALA : 133.89 125.59 124.05 121.63 121.51 # of transactions = 40; avg = 65.08
SHALANDA : 1347.48 1318.19 1313.77 1281.38 1266.65 # of transactions = 100; avg = 720.95
SHALON : 124.84 124.50 123.11 122.07 120.05 # of transactions = 72; avg = 72.44
SHALONDA : 1389.92 1387.32 1354.57 1342.59 1340.95 # of transactions = 100; avg = 757.03
SHAMEKA : 813.46 810.05 785.50 769.12 761.94 # of transactions = 70; avg = 368.74
SHAMIKA : 878.17 858.22 855.31 851.93 727.23 # of transactions = 49; avg = 420.70
SHAN : 678.70 677.26 676.17 668.89 661.69 # of transactions = 100; avg = 327.68
SHANA : 127.27 125.56 123.42 120.75 120.72 # of transactions = 46; avg = 73.69
SHANAE : 90.76 80.41 79.20 75.65 75.17 # of transactions = 22; avg = 43.46
SHANDA : 90.39 90.31 89.65 88.95 88.38 # of transactions = 51; avg = 48.90
SHANDI : 111.50 108.67 108.12 107.31 100.36 # of transactions = 100; avg = 53.40
SHANDRA : 959.18 950.46 940.06 937.25 936.15 # of transactions = 100; avg = 477.51
SHANE : 514.70 510.87 501.31 497.47 496.12 # of transactions = 100; avg = 257.48
SHANEKA : 53.93 53.71 53.04 50.64 49.52 # of transactions = 100; avg = 27.82
SHANEL : 867.33 859.37 856.86 851.98 845.14 # of transactions = 100; avg = 468.31
SHANELL : 70.48 68.64 66.53 66.19 65.78 # of transactions = 55; avg = 36.94
SHANELLE : 115.11 114.97 111.59 111.20 109.53 # of transactions = 74; avg = 59.96
SHANI : 116.97 116.22 115.40 114.91 114.48 # of transactions = 100; avg = 63.98
SHANICE : 1469.17 1456.62 1434.42 1408.31 1395.50 # of transactions = 46; avg = 747.57
SHANIKA : 1190.87 1189.32 1171.27 1151.44 1142.27 # of transactions = 73; avg = 634.96
SHANIQUA : 147.50 143.27 142.78 142.03 135.35 # of transactions = 47; avg = 64.03
SHANITA : 1301.20 1201.16 1176.10 1145.68 1123.30 # of transactions = 27; avg = 614.27
SHANNA : 104.20 102.90 102.25 100.41 98.83 # of transactions = 79; avg = 51.34
SHANNAN : 1010.92 991.59 988.09 967.03 962.71 # of transactions = 52; avg = 484.63
SHANNON : 135.84 129.90 124.40 121.44 120.31 # of transactions = 51; avg = 65.64
SHANON : 788.19 738.99 710.01 643.31 635.14 # of transactions = 27; avg = 423.06
SHANTA : 1337.55 1289.90 1284.53 1275.45 1190.63 # of transactions = 29; avg = 743.77
SHANTAE : 591.40 551.90 548.32 541.13 528.88 # of transactions = 75; avg = 299.71
SHANTAY : 76.06 73.74 73.68 70.82 70.35 # of transactions = 79; avg = 34.41
SHANTE : 587.68 577.07 564.66 562.69 555.09 # of transactions = 100; avg = 293.17
SHANTEL : 1236.76 1169.55 1137.81 1072.45 991.21 # of transactions = 25; avg = 635.35
SHANTELL : 100.55 100.55 100.54 100.16 100.15 # of transactions = 100; avg = 51.77
SHANTELLE : 594.10 592.58 583.61 581.47 576.48 # of transactions = 49; avg = 314.37
SHANTI : 124.78 122.74 122.48 121.91 121.59 # of transactions = 78; avg = 66.19
SHAQUANA : 1093.38 1088.02 1081.40 1076.60 1051.73 # of transactions = 100; avg = 559.95
SHAQUITA : 79.09 79.00 77.96 76.45 75.61 # of transactions = 80; avg = 40.38
SHARA : 579.85 577.69 568.84 550.18 538.58 # of transactions = 21; avg = 370.65
SHARAN : 582.38 580.73 580.25 568.69 541.81 # of transactions = 69; avg = 306.55
SHARDA : 143.07 141.83 141.48 140.62 137.73 # of transactions = 80; avg = 70.14
SHAREE : 80.84 80.34 78.03 75.23 74.52 # of transactions = 77; avg = 39.79
SHARELL : 1314.18 1302.99 1296.32 1293.77 1292.68 # of transactions = 100; avg = 675.79
SHAREN : 116.64 114.10 111.77 110.59 110.57 # of transactions = 100; avg = 61.13
SHARI : 1410.61 1399.76 1371.93 1367.71 1347.51 # of transactions = 75; avg = 716.15
SHARICE : 7409.89 7113.56 6879.59 6453.27 6432.66 # of transactions = 45; avg = 3954.90
SHARIE : 615.14 568.97 553.27 548.01 519.93 # of transactions = 26; avg = 329.44
SHARIKA : 110.44 109.11 108.14 103.90 103.65 # of transactions = 100; avg = 51.49
SHARILYN : 5392.12 5330.80 5306.76 5266.22 5228.29 # of transactions = 100; avg = 2589.26
SHARITA : 1032.21 1020.41 1014.81 996.18 991.54 # of transactions = 81; avg = 558.36
SHARLA : 1257.96 1254.81 1164.40 1146.86 1019.00 # of transactions = 23; avg = 719.31
SHARLEEN : 659.49 657.41 650.61 648.14 644.54 # of transactions = 100; avg = 328.72
SHARLENE : 622.24 620.82 597.34 596.30 579.29 # of transactions = 77; avg = 329.20
SHARMAINE : 137.62 135.54 132.89 130.75 124.76 # of transactions = 58; avg = 66.42
SHAROLYN : 121.19 119.24 118.41 117.97 117.68 # of transactions = 100; avg = 60.44
SHARON : 655.09 601.06 579.76 560.68 537.72 # of transactions = 40; avg = 315.64
SHARONDA : 1306.65 1095.28 1033.83 1021.00 1018.11 # of transactions = 22; avg = 645.15
SHARRI : 114.84 113.19 111.30 109.47 108.89 # of transactions = 77; avg = 53.57
SHARRON : 1017.56 992.79 992.68 949.21 948.23 # of transactions = 53; avg = 492.61
SHARYL : 814.26 785.84 771.39 761.98 760.73 # of transactions = 100; avg = 393.68
SHARYN : 56.75 55.57 55.21 54.89 52.83 # of transactions = 16; avg = 34.42
SHASTA : 1222.72 1219.14 1209.06 1198.68 1188.91 # of transactions = 78; avg = 588.16
SHAUN : 723.76 719.83 701.24 697.63 689.63 # of transactions = 100; avg = 329.98
SHAUNA : 138.86 133.93 128.57 125.47 120.07 # of transactions = 46; avg = 59.28
SHAUNDA : 106.95 96.93 95.74 94.81 86.48 # of transactions = 27; avg = 53.45
SHAUNNA : 1354.62 1352.92 1348.48 1339.33 1330.98 # of transactions = 100; avg = 754.09
SHAUNTA : 90.42 86.46 77.38 66.43 65.88 # of transactions = 21; avg = 48.00
SHAUNTE : 110.80 110.77 110.56 109.92 107.38 # of transactions = 100; avg = 59.18
SHAVON : 82.75 82.74 81.60 81.15 80.45 # of transactions = 100; avg = 42.12
SHAVONDA : 135.54 134.98 133.63 132.49 130.21 # of transactions = 100; avg = 64.57
SHAVONNE : 957.19 942.71 916.05 908.61 906.53 # of transactions = 100; avg = 453.28
SHAWANA : 1000.64 983.30 954.97 954.00 953.24 # of transactions = 82; avg = 519.61
SHAWANDA : 6477.85 6457.54 6444.31 6278.90 6142.48 # of transactions = 100; avg = 2930.23
SHAWANNA : 81.15 80.92 72.52 67.31 64.82 # of transactions = 25; avg = 40.56
